MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367002580,2024-01-01T00:00:07,29.78993,-93.32345,0.0,360.0,123.0,LUCY MAY,IMO0197533,WDC3098,31,0,22,8,2.7,56,A
368344230,2024-01-01T00:00:04,35.04010,-76.66773,0.0,0.0,511.0,MALIBU MOON,IMO0000000,WDP3307,36,,12,4,,,B
367137180,2024-01-01T00:00:07,34.71798,-76.69565,0.0,306.4,338.0,ALLIE B,IMO7626279,WDD3857,52,0,37,11,4.3,52,A
367713780,2024-01-01T00:00:00,29.54046,-93.74759,24.7,143.2,142.0,PORT ARTHUR,,WDI5961,50,0,17,6,0.0,50,A
367470740,2024-01-01T00:00:04,47.64693,-122.31393,5.8,144.1,511.0,GRAND ADVENTURE,IMO0000000,WDK8953,37,,15,5,,,B
366874650,2024-01-01T00:00:04,28.97443,-89.50269,0.7,355.4,511.0,MR HENRY,IMO9283083,WDB2323,60,0,43,10,2.5,60,A
368060930,2024-01-01T00:00:03,30.12751,-90.91887,4.5,254.1,511.0,GUN RUNNER,,WDK5024,31,0,18,6,3.0,31,A
538007466,2024-01-01T00:00:04,40.45439,-73.64838,6.5,264.9,268.0,SFL TRINITY,IMO9799862,V7PC7,80,0,250,44,12.2,80,A
366920310,2024-01-01T00:00:00,40.56003,-74.23000,0.0,278.7,511.0,LIZ VINIK,IMO5107918,WDJ7775,52,0,28,10,4.6,52,A
368304090,2024-01-01T00:00:02,29.23698,-89.36174,0.0,271.6,511.0,WENDY LOU,,WDN6970,70,0,35,8,2.0,39,A
367505780,2024-01-01T00:00:00,27.83808,-97.50688,1.4,278.6,296.0,CPL JACOB C LEICHT,IMO101236196,WDF9500,31,0,124,33,3.0,57,A
269114130,2024-01-01T00:00:03,17.96328,-65.65346,6.1,29.3,511.0,EVER GREEN,IMO0000000,HBY5461,36,,15,4,,,B
338398366,2024-01-01T00:00:03,47.64426,-122.31521,0.3,360.0,511.0,NIRVANA,IMO0000000,,37,,14,5,,,B
368187170,2024-01-01T00:00:08,18.05356,-65.83675,0.0,360.0,511.0,CABO PEYO,IMO7306790,WDM2338,52,0,63,14,4.0,52,A
368070610,2024-01-01T00:00:02,48.51361,-122.60709,0.0,229.8,511.0,BELLATRIX,IMO0000000,WDK6036,36,,14,4,,,B
